# schema: gororoba-kernel-toolchain-prefix-tree-v1
relative_path	entry_type	mode	size	identity_sha256	link_target	resolved_path	resolved_sha256
include/clang/CIR/Dialect/IR/CIROpsEnums.h	regular	0644	5160	37cccb8731bbbd0af3894d13f00b489a3a687aaf570b6c993c77c36084443992	-	-	-
include/clang/CIR/Dialect/IR/CIRTypes.h	regular	0644	2251	76e3bb3fd607585b02b55378d500021166a02d7965ee119fc1e0272d83d15a4b	-	-	-
include/clang/CIR/Dialect/IR/CIRTypesDetails.h	regular	0644	4241	24b64f600e4b13a611b022ae51d46a11f2a7e0019c5eb8d7972ce249bc1ba528	-	-	-
include/clang/CIR/Dialect/OpenACC	directory	0755	-	-	-	-	-
include/clang/CIR/Dialect/OpenACC/CIROpenACCTypeInterfaces.h	regular	0644	1265	83d81def3d31a75dd2db7def4da4339b34948ada09e73f42a6f0e33246ef3f3e	-	-	-
include/clang/CIR/Dialect/OpenACC/RegisterOpenACCExtensions.h	regular	0644	733	7539da7687868a139ce4e5f7da7193766318c5b78089be8e3803e807dd4cd305	-	-	-
include/clang/CIR/Dialect/Passes.h	regular	0644	1584	8ddc297b41753b91a5892d5169315a9a551bb06f5870c5867c56466ef3cc4d6f	-	-	-
include/clang/CIR/FrontendAction	directory	0755	-	-	-	-	-
include/clang/CIR/FrontendAction/CIRGenAction.h	regular	0644	1963	ecd24ef577be2a49a33aeba39b1bd54fb6eea9e27dbd0ce425532244ea466862	-	-	-
include/clang/CIR/Interfaces	directory	0755	-	-	-	-	-
include/clang/CIR/Interfaces/CIRLoopOpInterface.h	regular	0644	1222	8be0c4954d521538f476116e704ff3b961f965512d448c10410e8e24f562a5bf	-	-	-
include/clang/CIR/Interfaces/CIROpInterfaces.h	regular	0644	999	0da71291102e6d6546c82b6f86c0236408de6ef8871667b2eab531bd52b72fa0	-	-	-
include/clang/CIR/Interfaces/CIRTypeInterfaces.h	regular	0644	803	392c550b519f6a89221a2fb2310785d561fcd2d50bd42828748439aac7fd6e14	-	-	-
include/clang/CIR/LowerToLLVM.h	regular	0644	995	685c50b954e36dc73867c5edd5553cd5ea820b8774cc1376865f172d1cee2230	-	-	-
include/clang/CIR/LoweringHelpers.h	regular	0644	2225	e08255c8b1ee3e029a71cf5b6824bbd7e7d8a7d118ab58ff56e04da83da3c1cd	-	-	-
include/clang/CIR/MissingFeatures.h	regular	0644	18428	6a5a537e303fccb83858fb11b77b19ff489e86125ba2130495fd203dd3ce944b	-	-	-
include/clang/CIR/Passes.h	regular	0644	985	c08873e9c03d9506ddca4f2a6fe5fd6868772fbba08ade43af50b55ef1d9089f	-	-	-
include/clang/CIR/TypeEvaluationKind.h	regular	0644	785	6904f6952b3ab75ea9b32971ed8ae88beb502d2968b2a1b859be49659614be10	-	-	-
include/clang/CodeGen	directory	0755	-	-	-	-	-
include/clang/CodeGen/BackendUtil.h	regular	0644	1895	2db44b68471004f144275887c0a2c6eb171639207c286111ed83197dac834ce9	-	-	-
include/clang/CodeGen/CGFunctionInfo.h	regular	0644	29610	6ea176eeddb2643de7afd2a5d110ddab61f80d5416d8de9444d6a12eab6ceb9a	-	-	-
include/clang/CodeGen/CodeGenABITypes.h	regular	0644	10462	c1f4a4312ff9a7dba42ceefd4a1493332f2bbb5ca83b16437ebc101d3eeb8c71	-	-	-
include/clang/CodeGen/CodeGenAction.h	regular	0644	3606	81518a29b6adeaee4472aead2106e2e24fc07bb7a2813538769926cad5c8891a	-	-	-
include/clang/CodeGen/ConstantInitBuilder.h	regular	0644	22100	ef3d0fa3d608522e0d032440a387d6ff6533aaea922ba69741c3ccc18b719f03	-	-	-
include/clang/CodeGen/ConstantInitFuture.h	regular	0644	3381	8c896a3ec25d87e01dcf27c645cb4228863ec9550c379ba30c3389ca8bb0a1de	-	-	-
include/clang/CodeGen/ModuleBuilder.h	regular	0644	5540	b59e411cb54ebc3414671540cf1df236b0b233ac6dac82f0ea3af2c5dac91cab	-	-	-
include/clang/CodeGen/ObjectFilePCHContainerWriter.h	regular	0644	1360	41a6d27129518c138a6de9c5924a2613a78b351c18d9e73f8c4c79594815de99	-	-	-
include/clang/CodeGen/SwiftCallingConv.h	regular	0644	6768	4de0227648b1acc17b254cc35c3b193e38b9bef2ae0c05a71f2c0bd42d554a40	-	-	-
include/clang/Config	directory	0755	-	-	-	-	-
include/clang/Config/config.h	regular	0644	2344	8015c2af9548e42c7fc6a0900ff1c15b73b45bb2c3648cafe561b4b1d0650632	-	-	-
include/clang/CrossTU	directory	0755	-	-	-	-	-
include/clang/CrossTU/CrossTUDiagnostic.h	regular	0644	558	5fd8126810acd91833a4811969df7a71cab18e81410da79404aa4083cbfb6120	-	-	-
include/clang/CrossTU/CrossTranslationUnit.h	regular	0644	14690	eeeb0094f2bee2d3a4bd98c17093d64b4d9cc419fa7fa7fe045993d217461e4a	-	-	-
include/clang/DependencyScanning	directory	0755	-	-	-	-	-
include/clang/DependencyScanning/DependencyScannerImpl.h	regular	0644	6437	d152255f5e3e039bed4e6cc2ed0512f97032c4df9caf043c439277400741509c	-	-	-
include/clang/DependencyScanning/DependencyScanningFilesystem.h	regular	0644	20872	0a826db1fbf39d5cf0a525479b9e49bdbcadb3d3b82ea5e7e709fcb660c76f57	-	-	-
include/clang/DependencyScanning/DependencyScanningService.h	regular	0644	4394	dc043a85eed9425c6be5a7471f570769c728e5edf2108161bea10ee52060333a	-	-	-
include/clang/DependencyScanning/DependencyScanningUtils.h	regular	0644	5777	2e6f0d6f952a67554f10deb0c8fc60b261e716ad6f98014e1765cf003fb15208	-	-	-
include/clang/DependencyScanning/DependencyScanningWorker.h	regular	0644	8619	55c34aa43bfa5106baec04c68f526cda6d0de97041175e6f259ddece1d02bb88	-	-	-
include/clang/DependencyScanning/InProcessModuleCache.h	regular	0644	1093	f24894bb4c9fad9e9919a0ae4971ff031b662f516bc86c6a0addead2659c91f7	-	-	-
include/clang/DependencyScanning/ModuleDepCollector.h	regular	0644	17379	177302fd79bd4419d33014e6803d1ad7557d038638f67d7cd694842dbf552733	-	-	-
include/clang/DirectoryWatcher	directory	0755	-	-	-	-	-
include/clang/DirectoryWatcher/DirectoryWatcher.h	regular	0644	5433	2be7f2df2c4c9d15542c437c86acf9152f409c28141c35c6de41449ce946bd54	-	-	-
include/clang/Driver	directory	0755	-	-	-	-	-
include/clang/Driver/Action.h	regular	0644	21209	c562e9899877c9ee43be331686b880434e8c8b0ab339b15b01f39c2f89f64a0d	-	-	-
include/clang/Driver/CommonArgs.h	regular	0644	15503	4353bf4e5ee7f8aba42b58cad7cc30d6340ece1e633a8b6113a6e65945174acd	-	-	-
include/clang/Driver/Compilation.h	regular	0644	12466	0b4165a4ae5ad5b08a97623b6b98413af3e2603d1d0aa62b7e81f6ddbd0d0419	-	-	-
include/clang/Driver/CreateASTUnitFromArgs.h	regular	0644	3652	e0d68630b99f3f9b179256ef3fae5abb99e9acdab51b218c7f3f07604b3af733	-	-	-
include/clang/Driver/CreateInvocationFromArgs.h	regular	0644	3299	1dd9f63719b6b1d6567e636da11d58921d09ed6fe199fd5b52b10459f1a80f00	-	-	-
include/clang/Driver/CudaInstallationDetector.h	regular	0644	2724	eb8523a911a2b87c029b1f4e4806947f6b964a924fd8729a8273e04706fc7f98	-	-	-
include/clang/Driver/Distro.h	regular	0644	3433	89e94dfc7747080f0f739855595eacc5ce7924165f9a89b7a91f16443d8a88aa	-	-	-
include/clang/Driver/Driver.h	regular	0644	34135	ffbc02abc6ab1812c4b548e264397573c67188a1dc0a79d8e83c44415eaf6674	-	-	-
include/clang/Driver/DriverDiagnostic.h	regular	0644	511	84d266d61862955fc7df0c02c1848e985a07416c070a01b16ee7b2f7e2427ec3	-	-	-
include/clang/Driver/InputInfo.h	regular	0644	3389	1896e567315c49044eb54080fd5bbbc4d5c6b8bc304a56d64eff37e5d313f973	-	-	-
include/clang/Driver/Job.h	regular	0644	10621	92aa713b3ef641adee28c377fcfec3651840a0737d49f791168271e7cdd13ae6	-	-	-
include/clang/Driver/LazyDetector.h	regular	0644	1335	3944bd657f0c5cc49f05e73deeaba49ef47b49cc63b5552e692df2e497412af6	-	-	-
include/clang/Driver/Multilib.h	regular	0644	7673	aff28ef5cb67d148f8c00abc35d405f43611a0f839a0f92809b14b6ea66c70f8	-	-	-
include/clang/Driver/MultilibBuilder.h	regular	0644	4715	9ac86db96553052ea512dd9ac11682f55cd77a8bcd82c1e844160c7ec8b7cea2	-	-	-
include/clang/Driver/OffloadBundler.h	regular	0644	4590	8b826559b17cd8c938618bde8cd31abeb444eb6400d24eb394e3d617b9710515	-	-	-
include/clang/Driver/Phases.h	regular	0644	899	7cf200d1b4cf74787a69eb4506de5d6b7edc64e0c029d29e9666a3ce1f3a1d7d	-	-	-
include/clang/Driver/RocmInstallationDetector.h	regular	0644	10035	4e2afd4b33762ebf3d1881694e159bb5ab72df3d1d94766d6325f4efff66d699	-	-	-
include/clang/Driver/SanitizerArgs.h	regular	0644	5702	ba70fc12950f9465c8e0e4170cb03fa06d039d4fea2efb6b9ee22dbea8508e26	-	-	-
include/clang/Driver/SyclInstallationDetector.h	regular	0644	962	39e87f86223c260299b598d857ae0ae5e15018ad27ddced20727bc3c62ce77db	-	-	-
include/clang/Driver/Tool.h	regular	0644	3494	fff57ad068046a2b6dbf38b80368236ea58a2df7c80a5dce6b5b57ecde9bbad5	-	-	-
include/clang/Driver/ToolChain.h	regular	0644	34211	08464fc2fad54267da216ecc2a63890a959e4d73c2b3793c576ccc2ec02563ef	-	-	-
include/clang/Driver/Types.def	regular	0644	11328	15153a26d60c8c3532a32e9e444386be42f20efb1cb8363c88ec2d690af4a147	-	-	-
include/clang/Driver/Types.h	regular	0644	4536	2a651b4c94ce75867971160081bb10e252551650e4fedef0b099563100cc4f82	-	-	-
include/clang/Driver/Util.h	regular	0644	871	5da0fb140788a04fed58a059823960576078064e4f88d901534c61e7f2f501af	-	-	-
include/clang/Driver/XRayArgs.h	regular	0644	1643	f511bc06f205e431eab450ae0debf88b024d58aae20383d9d02397cea3aff035	-	-	-
include/clang/Edit	directory	0755	-	-	-	-	-
include/clang/Edit/Commit.h	regular	0644	5336	e4cd2c7bf0fb77875f250b8f5a6ba4e5fccae88e2c7ff6ef3764368b6352c935	-	-	-
include/clang/Edit/EditedSource.h	regular	0644	3576	640189f316c6b03c00c19cc84c9698b8954607b28072168877c93200f26f802c	-	-	-
include/clang/Edit/EditsReceiver.h	regular	0644	980	27afb9a27492b602538b298140035db73387995883eac1e02d04c178ca6d275f	-	-	-
include/clang/Edit/FileOffset.h	regular	0644	1662	908a63a206d016dec89709b8b4f2a9f06dfa2518b7de01d81dac66aea5e000c8	-	-	-
include/clang/Edit/Rewriters.h	regular	0644	1166	3321a838b4c67839760755c68457be0665cf307e5bc9c94a1ab615a80d6929fa	-	-	-
include/clang/ExtractAPI	directory	0755	-	-	-	-	-
include/clang/ExtractAPI/API.h	regular	0644	64299	3ccd49dca466c6fc3b021c4e6d87031f0b3eea6860f35473c9cbde03d396f93a	-	-	-
include/clang/ExtractAPI/APIIgnoresList.h	regular	0644	2401	1a1814fed0119ab1b840ab1c16c45099ee70ff3cdf35d08cecbbf039fbd5a6ae	-	-	-
include/clang/ExtractAPI/DeclarationFragments.h	regular	0644	17189	053f97178a6adf311b9a5af1f952ab2ffc96b7f65ec8bb33e86636c87a0f592e	-	-	-
include/clang/ExtractAPI/ExtractAPIActionBase.h	regular	0644	1922	7786e046b147741526a77162515ecc1ec57ca31c0101949c0623783f46634c36	-	-	-
include/clang/ExtractAPI/ExtractAPIVisitor.h	regular	0644	60058	8584bb2a348e3389b62f29e0ddce76d20d8c7e0b0d7198f68ee17fc6247e60a9	-	-	-
include/clang/ExtractAPI/FrontendActions.h	regular	0644	3452	ca594e7570e0b912c13048d10b1fe9b1c0a0d13a1577e9b37d5f03155b024821	-	-	-
include/clang/ExtractAPI/Serialization	directory	0755	-	-	-	-	-
include/clang/ExtractAPI/Serialization/APISetVisitor.h	regular	0644	7234	78d33477f07cefa0d16064edcab9e30e7b48e7114855255719783ecb0223e516	-	-	-
include/clang/ExtractAPI/Serialization/SymbolGraphSerializer.h	regular	0644	11369	6a59652b217eeba66cc7dd5b7f4bd88541561fc7fa38bd716043540a674fd349	-	-	-
include/clang/ExtractAPI/TypedefUnderlyingTypeResolver.h	regular	0644	1488	9b87fde4e8b6c50d0f6d55a04a694654db17988cab1bd28477b17f0d6d541ea8	-	-	-
include/clang/Format	directory	0755	-	-	-	-	-
include/clang/Format/Format.h	regular	0644	204199	835c669e03267ff7492b4d1b0142707e83609ab9ce71c72b1a73f61dfd3f8392	-	-	-
include/clang/Frontend	directory	0755	-	-	-	-	-
include/clang/Frontend/ASTConsumers.h	regular	0644	2069	11d818fe7d1be569f40aa5e9d6fa5c8c7a97e9f2de58ef431dc121aaa3213383	-	-	-
include/clang/Frontend/ASTUnit.h	regular	0644	36951	ec43447da84cddd9cd964e61689fe529a8b5bb059042bb0e73082d105b7e5163	-	-	-
include/clang/Frontend/ChainedDiagnosticConsumer.h	regular	0644	2445	1d625e4dde3987e1889f7b804d3147089240c1587617c2b9f494e8c4dc5927c7	-	-	-
include/clang/Frontend/CommandLineSourceLoc.h	regular	0644	4865	9eac8cbc952ed88a9417e28230c42fd6bf1901f0a273e48c43acfaa3961e992f	-	-	-
include/clang/Frontend/CompilerInstance.h	regular	0644	33499	b2720c6b903087628f3ac49d932c48b9eb2591dd3a1e945ed2e79a3a6592ae8d	-	-	-
include/clang/Frontend/CompilerInvocation.h	regular	0644	16362	455bd577953ad9032277f6baad1eed61efbd72b25a420917b321669efb7075b6	-	-	-
include/clang/Frontend/DependencyOutputOptions.h	regular	0644	3778	70e5b0b6ff0cd41ded356e3214d05f1fa7f484a89d13a91b6423763e3ed27fd8	-	-	-
include/clang/Frontend/DiagnosticRenderer.h	regular	0644	6814	c34bfb6bd526dc37e4041bbc7cd439049af97b40b0a1250380ceeedd9f4a6cbd	-	-	-
include/clang/Frontend/FrontendAction.h	regular	0644	12692	93e16af9d11e3f1067088a3314c71cfeb72eaf06111fd84938a244248a201bb6	-	-	-
include/clang/Frontend/FrontendActions.h	regular	0644	11291	b67507f6a71e02760484a8f53decdc6d71f4e8cf1d3ea196d3a7cffc9613d321	-	-	-
include/clang/Frontend/FrontendDiagnostic.h	regular	0644	521	239a875417ee079793c74df8bcd11bbaf86d268e802f2f9069b19b7e6669cbc9	-	-	-
include/clang/Frontend/FrontendOptions.h	regular	0644	16957	435942b93984ac8927a708b93e64acf453d931f5051658e219f94ed58e706866	-	-	-
include/clang/Frontend/FrontendPluginRegistry.h	regular	0644	1026	91a191730bc324820abd96edc953ee4b42df8a5ac7bb5311dde060ff0cabda7d	-	-	-
include/clang/Frontend/LayoutOverrideSource.h	regular	0644	2345	874779dd329b9887292357aa9e6451a640b590b4d00ecffece506731491e9e8a	-	-	-
include/clang/Frontend/LogDiagnosticPrinter.h	regular	0644	2380	86697b364acc5538f2b2da7fe19427b9017520d07b5f2dbebc569fa85eeb8f04	-	-	-
include/clang/Frontend/MigratorOptions.h	regular	0644	969	6b4320d2e2380b06e507d23fddd6ef216342b72869e87af5a65cd93213f66297	-	-	-
include/clang/Frontend/MultiplexConsumer.h	regular	0644	3910	01284d1a496db2a19a9238698091b1e17621d6b0bd433438d3e85c6c5cf9c359	-	-	-
include/clang/Frontend/PCHContainerOperations.h	regular	0644	541	a8409eb2d00d6633c2332e0a782b5eeb111f0de1215bdb9ad5af8bd0d378cdce	-	-	-
include/clang/Frontend/PrecompiledPreamble.h	regular	0644	10753	2cd01fa8909addc90cf7d1fbf7aa52ebcda3884470728438e0c6b721a3e725c6	-	-	-
include/clang/Frontend/PreprocessorOutputOptions.h	regular	0644	2426	29cb1ee0bc363b8f855779d393e92ce5804c135261af2f6822068b0edcd10100	-	-	-
include/clang/Frontend/SARIFDiagnostic.h	regular	0644	3229	56b51dfaa84e8096c2e7658946500c0e8428790c170afcacda37ed95c692f216	-	-	-
include/clang/Frontend/SARIFDiagnosticPrinter.h	regular	0644	2509	9e33c10fabb1c02a32f4d6b48424fc484fcfdd7004f283fb9cdda4a9d1ec83eb	-	-	-
include/clang/Frontend/SerializedDiagnosticPrinter.h	regular	0644	1417	25f76801b6068a80b5c61532d7077100ad6ca856d1152c9fc7ed06cb791bdc79	-	-	-
include/clang/Frontend/SerializedDiagnosticReader.h	regular	0644	4285	1476f3d9d889e0e44673870c996ce30b0fa1ea11040b3a68e994360df0fe2865	-	-	-
include/clang/Frontend/SerializedDiagnostics.h	regular	0644	1505	e2274f6b47a39920f5876aebc1dfc0d2d17b43809b3a8d370b1a9bfcfc602b22	-	-	-
include/clang/Frontend/StandaloneDiagnostic.h	regular	0644	2902	6c91c09003dada0c4074ff4d67936851b38d12f8ed8f803ef006d4242859d278	-	-	-
include/clang/Frontend/TextDiagnostic.h	regular	0644	5374	20d53e5750aa136e5bddfd95a8065292ddea2b61a6f25c3e43b63a0a32cd8c41	-	-	-
include/clang/Frontend/TextDiagnosticBuffer.h	regular	0644	2308	21789661b626a4b88501261ddc15975028e2ca38f8f621b225e96b7cda09e0c3	-	-	-
include/clang/Frontend/TextDiagnosticPrinter.h	regular	0644	1877	b4a873819d2d7e164c1db24f77ef60bed7b34246ab251816c1238b1ebfda8dd8	-	-	-
include/clang/Frontend/Utils.h	regular	0644	7489	24191a80793733718ccd790f3f21b66b38b9d9b2e07e7bcaa9ec768b10132c93	-	-	-
include/clang/Frontend/VerifyDiagnosticConsumer.h	regular	0644	6126	69f3c8d4c5853dcdfd4f8a544110825373f299e2454bb1af5b5ef99f12469276	-	-	-
include/clang/FrontendTool	directory	0755	-	-	-	-	-
include/clang/FrontendTool/Utils.h	regular	0644	1290	46935a7939cfb813af6813ab88dcbed835d032f2c1fd362926fdb5f1464aa9a2	-	-	-
include/clang/Index	directory	0755	-	-	-	-	-
include/clang/Index/CommentToXML.h	regular	0644	1322	100c6ca59e0b2e8c31a1a48f7480855766c0699588e7450d81d9b30dc6791862	-	-	-
include/clang/Index/DeclOccurrence.h	regular	0644	1540	e9eea71603ac7facb65891a5a932c4588f96390077905d20052cd584f54ceb0c	-	-	-
include/clang/Index/IndexDataConsumer.h	regular	0644	2224	91223ef133ce2e908387c33663524d0115ac88905537023ef8d66798bcc4c3f4	-	-	-
include/clang/Index/IndexSymbol.h	regular	0644	4558	7777f0a24e042d3209624ba99a1f3410c90214e03f50543dfa251fda46a52b45	-	-	-
include/clang/Index/IndexingAction.h	regular	0644	2772	0ccb5a292b45a03458735f908a7320a2efd5c5e6c8126401da2c0c8d29e7defd	-	-	-
include/clang/Index/IndexingOptions.h	regular	0644	2110	16e69da28cd7ba1f43d99e2377d47210a1987c9e329379b121c214ca1064d282	-	-	-
include/clang/Index/USRGeneration.h	regular	0644	4205	58242bec30d50edb3465e636a157f203dd5cf2c057348321c1deeb87debcdc1b	-	-	-
include/clang/IndexSerialization	directory	0755	-	-	-	-	-
include/clang/IndexSerialization/SerializablePathCollection.h	regular	0644	3817	96eae45d0cdb1f4869ea3617d80c96a49aad206debd8ba731213217990058635	-	-	-
include/clang/InstallAPI	directory	0755	-	-	-	-	-
include/clang/InstallAPI/Context.h	regular	0644	3691	0a795d591d914d1f052e117f6660f6b5a02e700fb51fc3e21b6de6ab455943d0	-	-	-
include/clang/InstallAPI/DirectoryScanner.h	regular	0644	2923	aeb28e59b06152af661e6ac14f661e164c1ff87725b4cf7138de3a785ef8de85	-	-	-
include/clang/InstallAPI/DylibVerifier.h	regular	0644	9320	a12dcfd8c692273da2deaf1f80309c0b82822afa840ed001c5ea6f7481d384a5	-	-	-
include/clang/InstallAPI/FileList.h	regular	0644	1476	d2649346c99cfb3c46da4570530541af165d1ea9ebc46e7e1ce01d29ecab250c	-	-	-
include/clang/InstallAPI/Frontend.h	regular	0644	1779	01bf35fc78dd19992eecc936eeb204ae608094ebe9b3520ac1bb1a18e53f1166	-	-	-
include/clang/InstallAPI/FrontendRecords.h	regular	0644	4701	6adf8954436a40bc6e33066b7677852887a7dcc2d079fbc3b93416707312c710	-	-	-
include/clang/InstallAPI/HeaderFile.h	regular	0644	5587	66b395c3b429eecaacec85e576b0da3eec4300daa76833104f46a3b71a244226	-	-	-
include/clang/InstallAPI/InstallAPIDiagnostic.h	regular	0644	531	40b446a00f1a4e7d46696010c8d842ca2d4883f33dadc6ac4e10f6d007d6ca63	-	-	-
include/clang/InstallAPI/Library.h	regular	0644	2085	118644e71677d51b7ac6cafa912ffb48fd21459e8541dcf5b5ca6bc9f654f606	-	-	-
include/clang/InstallAPI/MachO.h	regular	0644	2267	389ae6bc3908e0633863e1ea5b68fb9a17759c1ed45f7128bca30a745c84d62f	-	-	-
include/clang/InstallAPI/Visitor.h	regular	0644	3520	858f1436578432885e302b3dfb7135e71abf9c784bf6fb49e8c732d8d98dfeb4	-	-	-
include/clang/Interpreter	directory	0755	-	-	-	-	-
include/clang/Interpreter/CodeCompletion.h	regular	0644	1598	dc2cb28180fcd98bb9c9be92032f80731db4a2f13c96c2ad8dc2518345473c64	-	-	-
include/clang/Interpreter/IncrementalExecutor.h	regular	0644	3217	dfa30cdb691e261edfee3354b6761f21bf9e5f828290fb8d0f63e1412695fa35	-	-	-
include/clang/Interpreter/Interpreter.h	regular	0644	7215	a357a8f644b2ec87809e679ba7564b13afc8c9966e33687e658abd5b62fa0921	-	-	-
include/clang/Interpreter/PartialTranslationUnit.h	regular	0644	1226	0b011c8247194eb086c4dd992c7389b6bd3ffc90f0811f9bf91d992d061c5559	-	-	-
include/clang/Interpreter/Value.h	regular	0644	7789	e46c0fd6e38991812f896891473a1344a1b1d932041717b3ddef7cad16dfe4e8	-	-	-
include/clang/Lex	directory	0755	-	-	-	-	-
include/clang/Lex/CodeCompletionHandler.h	regular	0644	3096	1b6056f09f4940611279a9dbd39393a16253ef05497033ce1382282c181345bf	-	-	-
include/clang/Lex/DependencyDirectivesScanner.h	regular	0644	5047	dcb8c93f242ff79ec097f5317d93aaea9da3fc771b5ba356536109c1c2a28400	-	-	-
include/clang/Lex/DirectoryLookup.h	regular	0644	7311	38db2aebc437f4501adce2534c84e49ffa16176ae2149242acd3aad74edc055a	-	-	-
include/clang/Lex/ExternalPreprocessorSource.h	regular	0644	3029	f4da6398e97c9fe18819d826ce3009b2c4c6a748dafeffe4a5f24d53c88638b0	-	-	-
include/clang/Lex/HLSLRootSignatureTokenKinds.def	regular	0644	10576	c864123ed1511dc55ace8cf3a14d0d5eded19c6e43a6bae81134059de167b1f9	-	-	-
include/clang/Lex/HeaderMap.h	regular	0644	3605	93e25e701e397c810671397a6f28f8e34c78227197c84fe6642ea536fee34869	-	-	-
include/clang/Lex/HeaderMapTypes.h	regular	0644	1482	3154e7ed948c4271f03a9de4d0fc5c3348aa668ca3e702c9a6464142f364dc5c	-	-	-
include/clang/Lex/HeaderSearch.h	regular	0644	40739	4938b8d9783069bdb6bf9539ae18b7482a59e264287558d9f1914c0627dfac0d	-	-	-
include/clang/Lex/HeaderSearchOptions.h	regular	0644	12235	0f46fe50da68019a52dc5d10c498d6fd68f0598fe65b5cdff06cec3e3deb54a3	-	-	-
include/clang/Lex/LexDiagnostic.h	regular	0644	496	6c1ce64e861995553123d364829a5f6b6806f25e12273246b7a59a5f5f1ea0e9	-	-	-
include/clang/Lex/LexHLSLRootSignature.h	regular	0644	3056	caf819bd308583e94cb2405e36f67ed5d1fe224551439cb27cdacd865c921f77	-	-	-
include/clang/Lex/Lexer.h	regular	0644	37737	ab0c5154b849afc90729b446d157d2cfc4a64eab6ce1621f553e86e24d8d04a6	-	-	-
include/clang/Lex/LiteralSupport.h	regular	0644	11513	4fb8b883834eb59e9afe215e42519078624277502201e7e060b55e78508effe2	-	-	-
include/clang/Lex/MacroArgs.h	regular	0644	5539	087cbf36717da69dcc4c4cd4260aef9cc6cf32d2120babeaaf2b86a3177d9997	-	-	-
include/clang/Lex/MacroInfo.h	regular	0644	21578	52ce4acb756743ee09a3a8608d3d78c11fe4939ff29f34ea241e42bb1851ae48	-	-	-
include/clang/Lex/ModuleLoader.h	regular	0644	7498	57997ac60257d95b7e56ef27c5c1730c5b11608f0d805a179c86c45b64ac1473	-	-	-
include/clang/Lex/ModuleMap.h	regular	0644	31384	78a497ffc4a7b0dd4ff7fad447332cf4259ae3b8a2af7e26cd1c6d3f8b822b5a	-	-	-
include/clang/Lex/ModuleMapFile.h	regular	0644	4595	9544230a9efa2c4e56c4d4492587ad30ddb3f600e902e184cf01883f631da493	-	-	-
include/clang/Lex/MultipleIncludeOpt.h	regular	0644	6877	a3dee62bc1930da30e1e00864f418347e8b2023024309ba09cf9e420ef64f0a8	-	-	-
include/clang/Lex/NoTrivialPPDirectiveTracer.h	regular	0644	13102	a15872444799d66aae9db507ca85c1dec5ca0b2e33c7f01928e139b09cab61b0	-	-	-
include/clang/Lex/PPCallbacks.h	regular	0644	30434	0bbdfe4cea9e8f5da0a39ec74059fd9cbd49dcc1bebcd90ad888406b8dc93eed	-	-	-
include/clang/Lex/PPConditionalDirectiveRecord.h	regular	0644	4292	7256d9934e45463cbd011dea6f15530547442cc093702003aedaff6b0f3b4e6a	-	-	-
include/clang/Lex/PPDirectiveParameter.h	regular	0644	998	4773d256b1c1d9be488390c2d921827cb4ffe9ff0c861a6a0c0daab893b60e6a	-	-	-
include/clang/Lex/PPEmbedParameters.h	regular	0644	2939	3d8fbec736c6dd35747db7583d663a64b5e672a16a0e56fc372c50e5a40fe7e2	-	-	-
include/clang/Lex/Pragma.h	regular	0644	4711	601a8613f528093670364fe81f8425bd8b45024595a8c85df97f29a2dece366b	-	-	-
include/clang/Lex/PreprocessingRecord.h	regular	0644	21462	9b1d5eecd23fdf1928f434b26a49b50d9ae12d42678e46b21a95ef2fdd05620f	-	-	-
include/clang/Lex/Preprocessor.h	regular	0644	121536	34d9ee87fc5798d824594a9369ad221bfd66d5e7c9f6159db02f2e3d236e0ba3	-	-	-
include/clang/Lex/PreprocessorLexer.h	regular	0644	6282	f69f04831ba646ef2b87c58906e7a39764f970c4dd60b98514d6304859bd6033	-	-	-
include/clang/Lex/PreprocessorOptions.h	regular	0644	9199	3b2ed510c39f65fd970850083d7857e3db8a2a3b7b0c23afd090058c09f13c2d	-	-	-
include/clang/Lex/ScratchBuffer.h	regular	0644	1448	19e9f50b4778df7b185cd1bb50cc01f9c07fcfa571185b7e9c322bfcc4a2bcaa	-	-	-
include/clang/Lex/Token.h	regular	0644	12944	33edcc4d7c143b1344f29f82ad2ccb18ab289af307e30483a58d814f3d80398d	-	-	-
include/clang/Lex/TokenConcatenation.h	regular	0644	2608	535594621bd64d123489ce2f62c117736d78eb594d8d6aa43cf0f897a9163d7b	-	-	-
include/clang/Lex/TokenLexer.h	regular	0644	10243	af4504655106c3830d90bbb649d176fb62e1f6e14d51faa937d92c2c74a1c5db	-	-	-
